increment,mean,std,count
-50,-1.9051788516222083,1.4108042299047279,24
-40,-1.7345787014771339,1.2808512683629416,24
-30,-1.5044640273488528,1.1915292523976606,24
-20,-1.2327890428657262,1.059819185139659,24
-10,-0.6626029407933235,0.64543759247039,24
0,0.0,0.0,24
10,0.4362244506909582,0.5749458054856837,24
20,0.470611035573457,1.0280814311541102,24
30,0.20505705564064883,1.3878873817287656,24
40,-0.11742091777547865,1.594501378614662,24
50,-0.5058398254071902,1.8612086624271311,24
