feature,peak_time_h_mean,peak_time_h_std,duration_h_mean,duration_h_std,peak_height_mean,peak_height_std
carbohydrates,1.7408899165903262,1.5024770833855778,2.5387605051985864,1.8257884909599433,0.2658353612989511,0.20352216723751296
insulin,2.3016065974238997,0.6221091118006727,1.8953008105753508,1.0980144447273417,0.24411803025921233,0.14879564720765062
