iter	RMSE
406	17.07965539
407	17.07136799
408	17.06667511
409	17.05894848
410	17.05589542
411	17.05161609
412	17.04698177
413	17.0417057
414	17.03567974
415	17.02703705
416	17.01879318
417	17.01321196
418	17.00870293
419	16.9972312
420	16.99233403
421	16.98473829
422	16.9771869
423	16.97399322
424	16.96672771
425	16.96226313
426	16.9584667
427	16.95020673
428	16.94366155
429	16.94172584
430	16.9365937
431	16.93147278
432	16.92883237
433	16.92560234
434	16.92148362
435	16.91560014
436	16.90732582
437	16.90022974
438	16.89406411
439	16.88653068
440	16.88199881
441	16.87583179
442	16.87176694
443	16.86767367
444	16.86402791
445	16.85901076
446	16.85671139
447	16.85200551
448	16.84925416
449	16.84575856
450	16.83983216
451	16.83345993
452	16.8296245
453	16.82206024
454	16.81430088
455	16.80795307
456	16.80233532
457	16.79771993
458	16.7916964
459	16.78701879
460	16.78090669
461	16.77578239
462	16.76868355
463	16.76276439
464	16.75848929
465	16.75125099
466	16.74689978
467	16.74231874
468	16.73493336
469	16.73083248
470	16.72561689
471	16.7212402
472	16.71818507
473	16.71281064
474	16.70806174
475	16.70029291
476	16.69524593
477	16.69034016
478	16.68542845
479	16.67988765
480	16.67497725
481	16.66964793
482	16.66444805
483	16.66179194
484	16.65844021
485	16.65316518
486	16.64823506
487	16.64482548
488	16.64192258
489	16.6338325
490	16.6289075
491	16.62415072
492	16.61952988
493	16.61546692
494	16.61014655
495	16.60627542
496	16.60218182
497	16.59773509
498	16.59073182
499	16.58584262
500	16.58155755
501	16.57620095
502	16.56922412
503	16.56532906
504	16.5582569
505	16.55312362
506	16.54839561
507	16.54520667
508	16.54175763
509	16.5358701
510	16.52842586
511	16.52371856
512	16.51944595
513	16.51266094
514	16.50825286
515	16.50316653
516	16.49955992
517	16.49516016
518	16.49069422
519	16.48508206
520	16.48197663
521	16.47736426
522	16.47316403
523	16.46911652
524	16.46334929
525	16.45754219
526	16.45376823
527	16.4499324
528	16.44446714
529	16.44018266
530	16.43537658
531	16.43015865
532	16.42615264
533	16.42196025
534	16.41812271
535	16.41115791
536	16.40573835
537	16.40167827
538	16.39865726
539	16.3925871
540	16.38819168
541	16.38445287
542	16.37986593
543	16.37680861
544	16.37156568
545	16.3671105
546	16.36106657
547	16.35617461
548	16.35323406
549	16.35026784
550	16.34741272
551	16.34323075
552	16.33827472
553	16.3336861
554	16.3294632
555	16.32504658
556	16.31803435
557	16.31378221
558	16.30741258
559	16.30236938
560	16.29775414
561	16.29362598
562	16.28761884
563	16.28299268
564	16.27785524
565	16.27362178
566	16.26975757
567	16.26571656
568	16.26208471
569	16.25628869
570	16.25141923
571	16.24674034
572	16.24125053
573	16.23707793
574	16.23316557
575	16.22710703
576	16.22305864
577	16.21910351
578	16.21422588
579	16.21064521
580	16.20523243
581	16.19971532
582	16.19579453
583	16.1917401
584	16.18787065
585	16.18281285
586	16.17700826
587	16.17481328
588	16.1705679
589	16.16591472
590	16.1622229
591	16.15781188
592	16.15347903
593	16.14823062
594	16.14388981
595	16.14061006
596	16.1369804
597	16.1329561
598	16.12906865
599	16.12454876
600	16.1210788
601	16.11726586
602	16.11364955
603	16.10990252
604	16.10260762
605	16.09897633
606	16.09455295
607	16.09088318
608	16.08740514
609	16.08304799
610	16.07938865
611	16.07597896
612	16.07370312
613	16.07008801
614	16.0675074
615	16.06394255
616	16.06020287
617	16.05605193
618	16.05131382
619	16.0475055
620	16.04368168
621	16.04141971
622	16.03917662
623	16.03342044
624	16.02999199
625	16.02443625
626	16.02061025
627	16.01754791
628	16.01315944
629	16.00995906
630	16.0055851
631	16.00023363
632	15.9960713
633	15.99286889
634	15.98796601
635	15.98433165
636	15.98033377
637	15.97707203
638	15.97382161
639	15.96967027
640	15.9656856
641	15.96184906
642	15.95897685
643	15.95532144
644	15.94875406
645	15.94607576
646	15.94244144
647	15.93940139
648	15.93637908
649	15.9331966
650	15.92746977
651	15.92351249
652	15.92046342
653	15.91663322
654	15.9132891
655	15.91009129
656	15.90591201
657	15.90187974
658	15.89755191
659	15.89457978
660	15.89169368
661	15.88844717
662	15.88478815
663	15.88100665
664	15.87773287
665	15.87484703
666	15.87126223
667	15.86698196
668	15.86335333
669	15.85977043
670	15.85692443
671	15.85293043
672	15.84968443
673	15.84669638
674	15.84144679
675	15.83866469
676	15.83405563
677	15.83119244
678	15.82524003
679	15.82217861
680	15.81894494
681	15.81442605
682	15.81332711
683	15.80882681
684	15.80562492
685	15.80300145
686	15.799862
687	15.79551999
688	15.79262981
689	15.78988312
690	15.78573048
691	15.78329657
692	15.78020908
693	15.77760214
694	15.7743234
695	15.77029808
696	15.76768703
697	15.76434806
698	15.76156371
699	15.75895336
700	15.75627447
701	15.75372391
702	15.75032982
703	15.74712205
704	15.74148945
705	15.73842672
706	15.73601552
707	15.73270665
708	15.72732753
709	15.72410149
710	15.72090809
711	15.71773252
712	15.7154887
713	15.7112603
714	15.70829142
715	15.70456053
716	15.70146853
717	15.69880617
718	15.69540878
719	15.69253857
720	15.69013939
721	15.68758727
722	15.68450485
723	15.68152467
724	15.67745465
725	15.67526936
726	15.67267036
727	15.66945465
728	15.66713944
729	15.66431571
730	15.66099833
731	15.6573199
732	15.65437273
733	15.64925486
734	15.64668946
735	15.6439529
736	15.64100304
737	15.63793773
738	15.63532204
739	15.63331347
740	15.63097021
741	15.62676348
742	15.62461994
743	15.62073796
744	15.61803049
745	15.61576465
746	15.61266693
747	15.61004567
748	15.60732633
749	15.60252342
750	15.59847396
751	15.59503053
752	15.59267066
753	15.5894774
754	15.58730063
755	15.58472307
756	15.58114715
757	15.57805573
758	15.57499225
759	15.57119414
760	15.56857778
761	15.56270607
762	15.5598857
763	15.55741441
764	15.55413201
765	15.54849234
766	15.54619932
767	15.54238312
768	15.53897165
769	15.5360432
770	15.53302187
771	15.52981764
772	15.52766341
773	15.52526242
774	15.52277046
775	15.52028598
776	15.51820417
777	15.51543953
778	15.51190179
779	15.50916475
780	15.50687061
781	15.50228145
782	15.50004423
783	15.49808142
784	15.49749527
785	15.49511167
786	15.48970209
787	15.48707872
788	15.48291769
789	15.4803372
790	15.47812497
791	15.47448064
792	15.47391612
793	15.46871357
794	15.46622428
795	15.46413795
796	15.46183662
797	15.45826923
798	15.45475437
799	15.45237412
800	15.45013675
801	15.44775896
802	15.44326412
803	15.4382399
804	15.43492044
805	15.43215299
806	15.43010242
807	15.42678615
808	15.42429321
809	15.42237074
810	15.42024284
811	15.41804572
812	15.41484579
813	15.41183416
814	15.40891372
815	15.40409391
816	15.40201363
817	15.40002244
818	15.39611838
819	15.39340213
820	15.39160534
821	15.38948435
822	15.38546696
823	15.38345159
824	15.37888981
825	15.37621738
826	15.37200591
827	15.37010085
828	15.36960458
829	15.36652908
830	15.36332217
831	15.36118953
832	15.35936924
833	15.35632064
834	15.35292637
835	15.34914359
836	15.34673649
837	15.34357177
838	15.34137781
839	15.33932451
840	15.33662193
841	15.33330716
842	15.32896574
843	15.32577177
844	15.32283124
845	15.32029381
846	15.31843977
847	15.31583172
848	15.31362706
849	15.31077935
850	15.31026715
851	15.30629084
852	15.30411744
853	15.30118286
854	15.29827138
855	15.29662558
856	15.29497804
857	15.29259759
858	15.29011764
859	15.28725898
860	15.28453465
861	15.28177922
862	15.27980734
863	15.27698945
864	15.27499154
865	15.27329588
866	15.26970496
867	15.26750473
868	15.26701972
869	15.26659284
870	15.26396598
871	15.26136183
872	15.25869432
873	15.25440613
874	15.25138778
875	15.2475738
876	15.24566051
877	15.24329901
878	15.23929824
879	15.2388352
880	15.23732216
881	15.23516767
882	15.23221862
883	15.22954141
884	15.22905681
885	15.22861201
886	15.22638018
887	15.22380535
888	15.221809
889	15.21816142
890	15.2150498
891	15.21291366
892	15.21065478
893	15.20794378
894	15.20751282
895	15.20349507
896	15.20100467
897	15.19874808
898	15.19628655
899	15.19460814
900	15.19055133
901	15.18790338
902	15.18635373
903	15.18269785
904	15.18063751
905	15.1786512
906	15.1765283
907	15.1744117
908	15.17221058
909	15.17031384
910	15.16641992
911	15.16291248
912	15.15901048
913	15.15678235
914	15.15500768
915	15.15327416
916	15.15039152
917	15.14790103
918	15.14527291
919	15.14208206
920	15.13894842
921	15.1360436
922	15.13562787
923	15.13255987
924	15.12938218
925	15.12799443
926	15.12521746
927	15.12481681
928	15.12259056
929	15.12023908
930	15.11985068
931	15.11732539
932	15.11500942
933	15.11318554
934	15.11280788
935	15.10898662
936	15.10708186
937	15.10470159
938	15.10325138
939	15.10139327
940	15.09964273
941	15.09798051
942	15.09531015
943	15.09353823
944	15.09184146
945	15.08837679
946	15.08695555
947	15.0837255
948	15.08145849
949	15.07901574
950	15.0755089
951	15.07256899
952	15.07102269
953	15.06712387
954	15.06423942
955	15.06386075
956	15.06165869
957	15.05920872
958	15.05760298
959	15.05405918
960	15.05176794
961	15.04965607
962	15.0465872
963	15.04504304
964	15.04468181
965	15.0432795
966	15.04176852
967	15.03972551
968	15.03684359
969	15.03403161
970	15.03058493
971	15.02763877
972	15.02591331
973	15.02414917
974	15.02234381
975	15.02195079
976	15.02059852
977	15.01887268
978	15.01651681
979	15.01371774
980	15.01091464
981	15.00911157
982	15.00684878
983	15.00408932
984	15.00088014
985	14.99723141
986	14.99439588
987	14.99195932
988	14.98733708
989	14.98540337
990	14.98380845
991	14.98060498
992	14.97831385
993	14.97556799
994	14.97400799
995	14.97217884
996	14.97037902
997	14.96860488
998	14.96627341
999	14.9643666
